run_id,seed,scenario_id,fault_type,fault_active,fault_severity,gNb_num,ue_per_gNb,effective_lambda_ull,effective_lambda_be,flow_id,src_ip,dst_ip,protocol,src_port,dst_port,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,throughput_mbps,mean_delay_ms,mean_jitter_ms,packet_loss_ratio,time_first_tx_s,time_last_rx_s,flow_duration_s,sim_time_s
3,7,step3_dataset,radio_degradation,1,3,1,2,10000,10000,1,1.0.0.2,7.0.0.2,UDP,49153,1234,6000,5998,0,768000,767744,10.236785,0.278214,0.031431,0.000000,0.400000,0.999988,0.599988,1.000000
3,7,step3_dataset,radio_degradation,1,3,1,2,10000,10000,2,1.0.0.2,7.0.0.3,UDP,49154,1235,6000,154,0,7680000,197120,2.632293,294.769802,3.779085,0.000000,0.400000,0.999082,0.599082,1.000000
