run_id,seed,scenario_id,fault_type,fault_active,fault_severity,gNb_num,ue_per_gNb,effective_lambda_ull,effective_lambda_be,flow_id,src_ip,dst_ip,protocol,src_port,dst_port,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,throughput_mbps,mean_delay_ms,mean_jitter_ms,packet_loss_ratio,time_first_tx_s,time_last_rx_s,flow_duration_s,sim_time_s
1,5,step3_dataset,radio_degradation,1,3,1,2,10000,10000,1,1.0.0.2,7.0.0.2,UDP,49153,1234,6000,3627,0,768000,464256,6.191029,118.967929,0.065299,0.000000,0.400000,0.999908,0.599908,1.000000
1,5,step3_dataset,radio_degradation,1,3,1,2,10000,10000,2,1.0.0.2,7.0.0.3,UDP,49154,1235,6000,5990,0,7680000,7667200,102.273165,0.930984,0.119930,0.000000,0.400000,0.999743,0.599743,1.000000
